Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Reciev_Rec,Reciev_Yds,Reciev_TD,Solo,Int,Sk,College/Univ
1,24,NYG,Deonte Banks,DB,22,2024,0,0,2,10,10,29,0,0,0,0,0,0,0,0,0,0,0,92,2,,Maryland
1,25,BUF,Dalton Kincaid,TE,23,2024,0,0,2,12,12,29,0,0,0,0,0,0,0,0,117,1121,4,,,,Utah
1,26,DAL,Mazi Smith,DL,22,2024,0,0,1,9,9,34,0,0,0,0,0,0,0,0,0,0,0,31,,2,Michigan
1,27,JAX,Anton Harrison,OL,21,2024,0,0,2,16,16,33,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma
1,28,CIN,Myles Murphy,DE,21,2024,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,21,,3,Clemson
1,29,NOR,Bryan Bresee,DT,21,2024,0,0,1,8,8,34,0,0,0,0,0,0,0,0,0,0,0,29,,12,Clemson
1,30,PHI,Nolan Smith,OLB,22,2024,0,0,0,7,7,33,0,0,0,0,0,0,0,0,0,0,0,31,,7.5,Georgia
1,31,KAN,Felix Anudike-Uzomah,DE,21,2024,0,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,24,,3,Kansas St.
2,32,PIT,Joey Porter Jr.,CB,23,2024,0,0,2,10,10,33,0,0,0,0,0,0,0,0,0,0,0,85,2,,Penn St.
2,33,TEN,Will Levis,QB,24,2024,0,0,2,11,11,21,339,556,3899,21,16,70,240,1,0,0,0,,,,Kentucky
2,34,DET,Sam LaPorta,TE,22,2024,0,1,2,17,17,33,0,0,0,0,0,1,4,0,146,1615,17,,,,Iowa
2,35,LVR,Michael Mayer,TE,22,2024,0,0,1,4,4,25,0,0,0,0,0,0,0,0,48,460,2,,,,Notre Dame
2,36,LAR,Steve Avila,C,23,2024,0,0,1,12,12,27,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
2,37,SEA,Derick Hall,DE,22,2024,0,0,1,10,10,34,0,0,0,0,0,0,0,0,0,0,0,38,,8,Auburn
2,38,ATL,Matthew Bergeron,OL,23,2024,0,0,2,13,13,34,0,0,0,0,0,0,0,0,0,0,0,,,,Syracuse
2,39,CAR,Jonathan Mingo,WR,22,2024,0,0,1,4,4,32,0,0,0,0,0,2,5,0,60,585,0,,,,Mississippi
2,40,NOR,Isaiah Foskey,DL,22,2024,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,9,,,Notre Dame
2,41,ARI,BJ Ojulari,DE,21,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,23,,4,LSU
2,42,GNB,Luke Musgrave,TE,23,2024,0,0,1,3,3,18,0,0,0,0,0,0,0,0,41,397,1,,,,Oregon St.
2,43,NYJ,Joe Tippmann,OL,22,2024,0,0,2,11,11,33,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin
2,44,IND,Julius Brents,DB,23,2024,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,33,1,,Kansas St.
2,45,DET,Brian Branch,DB,21,2024,0,1,2,12,12,31,0,0,0,0,0,0,0,0,0,0,0,129,7,2,Alabama
2,46,NWE,Keion White,DL,24,2024,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,43,,6,Georgia Tech
2,47,WAS,Quan Martin,DB,23,2024,0,0,1,7,7,32,0,0,0,0,0,0,0,0,0,0,0,78,3,1,Illinois
2,48,TAM,Cody Mauch,T,24,2024,0,0,2,15,15,34,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.
2,49,PIT,Keeanu Benton,NT,22,2024,0,0,2,11,11,34,0,0,0,0,0,0,0,0,0,0,0,32,1,2,Wisconsin
2,50,GNB,Jayden Reed,WR,23,2024,0,0,1,18,18,33,0,0,0,0,0,31,282,3,119,1650,14,,,,Michigan St.
2,51,MIA,Cam Smith,DB,22,2024,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,14,,,South Carolina
2,52,SEA,Zach Charbonnet,RB,22,2024,0,0,0,11,11,33,0,0,0,0,0,243,1031,9,75,549,1,1,,,UCLA
2,53,CHI,Gervon Dexter,DL,21,2024,0,0,1,10,10,32,0,0,0,0,0,0,0,0,0,0,0,36,,7.5,Florida
2,54,LAC,Tuli Tuipulotu,DL,21,2024,0,0,2,11,11,34,0,0,0,0,0,0,0,0,0,0,0,63,,13,USC
2,55,KAN,Rashee Rice,WR,23,2024,0,0,0,11,11,20,0,0,0,0,0,2,-2,0,103,1226,9,,,,SMU
2,56,CHI,Tyrique Stevenson,CB,23,2024,0,0,2,12,12,32,0,0,0,0,0,0,0,0,0,0,0,116,6,,Miami (FL)
2,57,NYG,John Michael Schmitz,OL,24,2024,0,0,2,9,9,28,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota
2,58,DAL,Luke Schoonmaker,TE,24,2024,0,0,0,3,3,34,0,0,0,0,0,0,0,0,35,306,3,5,,,Michigan
2,59,BUF,O'Cyrus Torrence,OL,23,2024,0,0,2,16,16,34,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2,60,CIN,DJ Turner,DB,22,2024,0,0,2,6,6,28,0,0,0,0,0,0,0,0,0,0,0,64,,1,Michigan
2,61,JAX,Brenton Strange,TE,22,2024,0,0,1,3,3,31,0,0,0,0,0,0,0,0,45,446,3,1,,,Penn St.
2,62,HOU,Juice Scruggs,OL,23,2024,0,0,1,6,6,20,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.
2,63,DEN,Marvin Mims,WR,21,2024,1,2,0,10,10,33,0,0,0,0,0,22,72,0,61,880,7,1,,,Oklahoma
3,64,CHI,Zacch Pickens,DL,23,2024,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,17,,1.5,South Carolina
3,65,PHI,Tyler Steen,OL,23,2024,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
3,66,PHI,Sydney Brown,DB,23,2024,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,38,2,,Illinois
3,67,DEN,Drew Sanders,LB,22,2024,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,17,,1,Arkansas
3,68,DET,Hendon Hooker,QB,25,2024,0,0,0,0,0,3,6,9,62,0,0,5,2,0,0,0,0,,,,Tennessee
3,69,HOU,Tank Dell,WR,23,2024,0,0,1,12,12,25,0,0,0,0,0,20,94,0,98,1376,10,,,,Houston
3,70,LVR,Byron Young,DL,22,2023,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,,,Alabama
3,71,NOR,Kendre Miller,RB,21,2024,0,0,0,3,3,14,0,0,0,0,0,80,304,2,15,150,0,,,,TCU
3,72,ARI,Garrett Williams,DB,22,2024,0,0,1,6,6,25,0,0,0,0,0,0,0,0,0,0,0,59,3,,Syracuse
3,73,NYG,Jalin Hyatt,WR,21,2024,0,0,0,3,3,33,0,0,0,0,0,0,0,0,31,435,0,,,,Tennessee
3,74,CLE,Cedric Tillman,WR,23,2024,0,0,0,4,4,25,0,0,0,0,0,2,3,0,50,563,3,,,,Tennessee
3,75,ATL,Zach Harrison,DE,22,2024,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,24,,4,Ohio St.
3,76,NWE,Marte Mapu,DB,23,2024,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,35,2,0.5,Sacramento St.
3,77,LAR,Byron Young,LB,25,2024,0,0,2,14,14,34,0,0,0,0,0,0,0,0,0,0,0,76,,15.5,Tennessee
3,78,GNB,Tucker Kraft,TE,22,2024,0,0,1,11,11,34,0,0,0,0,0,3,6,0,81,1062,9,2,,,South Dakota St.
3,79,IND,Josh Downs,WR,22,2024,0,0,1,14,14,31,0,0,0,0,0,1,12,0,140,1574,7,,,,North Carolina
3,80,CAR,DJ Johnson,OLB,24,2024,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,25,,0.5,Oregon
3,81,TEN,Tyjae Spears,RB,22,2024,0,0,0,9,9,29,0,0,0,0,0,184,765,6,82,609,2,,,,Tulane
3,82,TAM,YaYa Diaby,DL,24,2024,0,0,1,13,13,34,0,0,0,0,0,0,0,0,0,0,0,64,,12,Louisville
3,83,DEN,Riley Moss,DB,23,2024,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,67,1,,Iowa
3,84,MIA,De'Von Achane,RB,21,2024,0,0,1,18,18,28,0,0,0,0,0,306,1707,14,105,789,9,,,,Texas A&M
3,85,LAC,Daiyan Henley,LB,23,2024,0,0,1,10,10,32,0,0,0,0,0,0,0,0,0,0,0,93,1,1,Washington St.
3,86,BAL,Trenton Simpson,LB,22,2024,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,50,,2.5,Clemson
3,87,SFO,Ji'Ayir Brown,S,23,2024,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,70,3,,Penn St.
3,88,JAX,Tank Bigsby,RB,22,2024,0,0,0,6,6,33,0,0,0,0,0,218,898,9,8,60,0,,,,Auburn
3,89,LAR,Kobie Turner,DT,24,2024,0,0,1,11,11,34,0,0,0,0,0,0,0,0,0,0,0,64,,17,Wake Forest
3,90,DAL,DeMarvion Overshown,LB,23,2024,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,56,1,5,Texas
3,91,BUF,Dorian Williams,LB,22,2024,0,0,1,8,8,34,0,0,0,0,0,0,0,0,0,0,0,93,,,Tulane
3,92,KAN,Wanya Morris,OL,22,2024,0,0,1,7,7,31,0,0,0,0,0,0,0,0,1,1,1,,,,Oklahoma
3,93,PIT,Darnell Washington,TE,22,2024,0,0,1,3,3,34,0,0,0,0,0,0,0,0,26,261,1,,,,Georgia
3,94,ARI,Michael Wilson,WR,23,2024,0,0,2,11,11,29,0,0,0,0,0,1,7,0,85,1113,7,,,,Stanford
3,95,CIN,Jordan Battle,DB,22,2024,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,78,2,2,Alabama
3,96,DET,Brodric Martin,DT,24,2024,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Western Kentucky
3,97,WAS,Ricky Stromberg,OL,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas
3,98,CLE,Siaki Ika,DL,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor
3,99,SFO,Jake Moody,K,23,2024,0,0,1,3,3,31,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
3,100,LVR,Tre Tucker,WR,22,2024,0,0,1,7,7,33,0,0,0,0,0,19,121,1,66,870,5,2,,,Cincinnati
3,101,SFO,Cameron Latu,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
3,102,MIN,Mekhi Blackmon,CB,24,2023,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,34,1,,USC
4,103,NOR,Nick Saldiveri,OL,23,2024,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,,,,Old Dominion
4,104,LVR,Jakorian Bennett,DB,23,2024,0,0,1,5,5,24,0,0,0,0,0,0,0,0,0,0,0,39,,,Maryland
4,105,PHI,Kelee Ringo,DB,21,2024,0,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,29,1,1,Georgia
4,106,IND,Blake Freeland,OL,22,2024,0,0,1,6,6,25,0,0,0,0,0,0,0,0,0,0,0,,,,BYU
4,107,NWE,Jake Andrews,OL,23,2023,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,,,,Troy
4,108,SEA,Anthony Bradford,OL,22,2024,0,0,2,8,8,25,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
4,109,HOU,Dylan Horton,DL,23,2024,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,14,,,TCU
4,110,IND,Adetomiwa Adebawore,DL,22,2024,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,9,,2.5,Northwestern
4,111,CLE,Dawand Jones,OL,22,2024,0,0,2,6,6,21,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
4,112,NWE,Chad Ryland,K,23,2024,0,0,1,3,0,30,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland
4,113,ATL,Clark Phillips,CB,21,2024,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,49,1,,Utah
4,114,CAR,Chandler Zavala,G,24,2024,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.
4,115,CHI,Roschon Johnson,RB,22,2024,0,0,0,6,6,29,0,0,0,0,0,136,502,8,50,313,0,1,,,Texas
4,116,GNB,Colby Wooden,DE,22,2024,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,19,,0.5,Auburn
4,117,NWE,Sidy Sow,OL,25,2024,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,,,,Eastern Michigan
4,118,WAS,Braeden Daniels,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Utah
4,119,KAN,Chamarri Conner,DB,23,2024,0,0,0,7,7,32,0,0,0,0,0,0,0,0,0,0,0,89,3,1,Virginia Tech
4,120,NYJ,Carter Warren,OL,24,2024,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
4,121,JAX,Ventrell Miller,LB,24,2024,0,0,1,4,4,15,0,0,0,0,0,0,0,0,0,0,0,53,,,Florida
4,122,ARI,Jon Gaines,OL,24,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
4,123,SEA,Cameron Young,DT,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,10,,,Mississippi St.
4,124,BAL,Tavius Robinson,DE,24,2024,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,26,,4.5,Mississippi
4,125,LAC,Derius Davis,WR,22,2024,0,0,0,3,3,32,0,0,0,0,0,26,140,0,28,178,2,,,,TCU
4,126,CLE,Isaiah McGuire,DL,22,2024,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,23,,3.5,Missouri
4,127,NOR,Jake Haener,QB,24,2024,0,0,0,1,1,8,18,39,226,1,1,11,22,0,0,0,0,,,,Fresno St.
4,128,LAR,Stetson Bennett,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
4,129,DAL,Viliami Fehoko,DL,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.
4,130,JAX,Tyler Lacy,DE,23,2024,0,0,1,4,4,28,0,0,0,0,0,0,0,0,0,0,0,15,,,Oklahoma St.
4,131,CIN,Charlie Jones,WR,24,2024,0,0,0,3,3,19,0,0,0,0,0,2,13,0,8,69,0,,,,Purdue
4,132,PIT,Nick Herbig,OLB,21,2024,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,32,,8.5,Wisconsin
4,133,CHI,Tyler Scott,WR,21,2024,0,0,0,2,2,28,0,0,0,0,0,7,41,0,18,173,0,1,,,Cincinnati
4,134,MIN,Jay Ward,S,23,2024,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,9,,,LSU
4,135,LVR,Aidan O'Connell,QB,25,2024,0,0,1,10,10,20,367,586,3830,20,11,38,41,2,0,0,0,,,,Purdue
5,136,JAX,Yasir Abdullah,LB,23,2024,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,15,,,Louisville
5,137,WAS,K.J. Henry,DE,24,2024,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,15,,2.5,Clemson
5,138,IND,Darius Rush,DB,23,2024,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina
5,139,ARI,Clayton Tune,QB,24,2024,0,0,0,0,0,13,14,23,70,0,2,15,26,1,0,0,0,,,,Houston
5,140,CLE,Dorian Thompson-Robinson,QB,23,2024,0,0,0,2,2,15,121,230,880,1,10,35,187,0,0,0,0,,,,UCLA
5,141,MIN,Jaquelin Roy,DT,22,2024,0,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,15,,2,LSU
5,142,CLE,Cameron Mitchell,DB,21,2024,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,32,,1,Northwestern
5,143,NYJ,Israel Abanikanda,RB,20,2023,0,0,0,1,1,6,0,0,0,0,0,22,70,0,7,43,0,,,,Pittsburgh
5,144,NWE,Atonio Mafi,OL,22,2024,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
5,145,CAR,Jammie Robinson,DB,22,2024,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,13,,,Florida St.
5,146,NOR,Jordan Howden,DB,23,2024,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,50,2,1,Minnesota
5,147,TEN,Josh Whyle,TE,23,2024,0,0,0,3,3,28,0,0,0,0,0,0,0,0,37,342,2,3,,,Cincinnati
5,148,CHI,Noah Sewell,LB,21,2024,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,7,,,Oregon
5,149,GNB,Sean Clifford,QB,25,2023,0,0,0,0,0,2,1,1,37,0,0,3,-2,0,0,0,0,,,,Penn St.
5,150,BUF,Justin Shorter,WR,23,2024,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
5,151,SEA,Mike Morris,DE,22,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,5,,,Michigan
5,152,DET,Colby Sorsdal,OL,23,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,William & Mary
5,153,TAM,SirVocea Dennis,LB,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,25,,1,Pittsburgh
5,154,SEA,Olusegun Oluwatimi,C,24,2024,0,0,0,4,4,28,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
5,155,SFO,Darrell Luter,CB,23,2024,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,,,South Alabama
5,156,LAC,Jordan McFadden,OL,23,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson
5,157,BAL,Kyu Blu Kelly,CB,22,2024,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,6,,,Stanford
5,158,IND,Daniel Scott,S,24,,0,0,0,,,,,,,,,,,,,,,,,,California
5,159,GNB,Dontayvion Wicks,WR,22,2024,0,0,0,10,10,32,1,1,14,0,0,1,1,0,78,996,9,,,,Virginia
5,160,JAX,Antonio Johnson,DB,21,2024,0,0,1,5,5,30,0,0,0,0,0,0,0,0,0,0,0,68,2,1,Texas A&M
5,161,LAR,Nick Hampton,OLB,23,2024,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,4,,,Appalachian St.
5,162,IND,Will Mallory,TE,24,2024,0,0,0,2,2,22,0,0,0,0,0,0,0,0,22,236,0,,,,Miami (FL)
5,163,CIN,Chase Brown,RB,23,2024,0,0,0,13,13,28,0,0,0,0,0,273,1169,7,68,516,5,2,,,Illinois
5,164,MIN,Jaren Hall,QB,25,2023,0,0,0,1,1,3,13,20,168,0,1,6,14,0,0,0,0,,,,BYU
5,165,CHI,Terell Smith,DB,24,2024,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,51,1,,Minnesota
5,166,KAN,BJ Thompson,DE,24,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,S.F. Austin
5,167,HOU,Henry To'oTo'o,LB,22,2024,0,0,1,11,11,29,0,0,0,0,0,0,0,0,0,0,0,89,1,1.5,Alabama
5,168,ARI,Owen Pappoe,LB,22,2024,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,23,,,Auburn
5,169,DAL,Asim Richards,OL,22,2024,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina
5,170,LVR,Christopher Smith,DB,23,2024,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia
5,171,TAM,Payne Durham,TE,23,2024,0,0,0,2,2,29,0,0,0,0,0,0,0,0,16,173,2,,,,Purdue
5,172,NYG,Eric Gray,RB,23,2024,0,0,0,1,1,30,0,0,0,0,0,31,79,0,16,104,0,,,,Oklahoma
5,173,SFO,Robert Beal,OLB,24,2024,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,13,,1,Georgia
5,174,LAR,Warren McClendon,OL,22,2024,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
5,175,LAR,Davis Allen,TE,22,2024,0,0,0,1,1,30,0,0,0,0,0,0,0,0,16,134,1,1,,,Clemson
5,176,IND,Evan Hull,RB,22,2024,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,6,0,,,,Northwestern
5,177,LAR,Puka Nacua,WR,22,2024,0,1,1,23,23,28,0,0,0,0,0,23,135,1,184,2476,9,,,,BYU
6,178,DAL,Eric Scott,DB,25,,0,0,0,,,,,,,,,,,,,,,,,,Southern Miss
6,179,GNB,Karl Brooks,DT,23,2024,0,0,0,5,5,34,0,0,0,0,0,0,0,0,0,0,0,26,,7.5,Bowling Green
6,180,ARI,Kei'Trel Clark,DB,22,2024,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,43,1,1,Louisville
6,181,TAM,Josh Hayes,CB,24,2024,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,31,,,Kansas St.
6,182,LAR,Tre'Vius Tomlinson,CB,23,2023,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,11,,,TCU
6,183,DEN,JL Skinner,S,22,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,4,,,Boise St.
6,184,NYJ,Zaire Barnes,LB,24,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Western Michigan
6,185,JAX,Parker Washington,WR,21,2024,0,0,0,5,5,26,0,0,0,0,0,0,0,0,48,522,5,,,,Penn St.
6,186,TEN,Jaelyn Duncan,OL,23,2024,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland
6,187,NWE,Kayshon Boutte,WR,21,2024,0,0,1,5,5,20,0,0,0,0,0,0,0,0,45,608,3,,,,LSU
6,188,PHI,Tanner McKee,QB,23,2024,0,0,0,1,1,2,30,45,323,4,0,5,-1,0,0,0,0,,,,Stanford
6,189,LAR,Ochaun Mathis,DE,24,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,3,,,Nebraska
6,190,CLE,Luke Wypler,OL,22,2023,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
6,191,TAM,Trey Palmer,WR,22,2024,0,0,0,6,6,32,0,0,0,0,0,3,22,0,51,557,4,,,,Nebraska
6,192,NWE,Bryce Baringer,P,24,2024,0,0,1,7,7,34,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan St.
6,193,WAS,Chris Rodriguez,RB,22,2024,0,0,0,3,3,22,0,0,0,0,0,86,420,4,3,24,0,2,,,Kentucky
6,194,KAN,Keondre Coburn,DT,23,2024,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,10,,,Texas
6,195,NOR,A.T. Perry,WR,23,2023,0,0,0,2,2,10,0,0,0,0,0,0,0,0,12,246,4,,,,Wake Forest
6,196,TAM,Jose Ramirez,DL,24,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Eastern Michigan
6,197,MIA,Elijah Higgins,WR,22,2024,0,0,0,4,,28,0,0,0,0,0,0,0,0,34,335,3,1,,,Stanford
6,198,SEA,Jerrick Reed,S,23,2024,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,,,New Mexico
6,199,BAL,Malaesala Aumavae-Laulu,OL,24,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon
6,200,LAC,Scott Matlock,DT,23,2024,0,0,0,7,7,29,0,0,0,0,0,0,0,0,4,28,0,8,,1,Boise St.
6,201,HOU,Jarrett Patterson,OL,24,2024,0,0,0,6,6,22,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame
